NUM_CHANNEL_KEY,CHV_CHANNEL,NUM_WEEK,NUM_MONTH,NUM_DATE_KEY,DT_DATE,CHV_DAY,CHV_START_TIME,CHV_END_TIME,GRP_CS_4,TVT_CS_4,REACH_CS_4,GRP_CS_4_14,TVT_CS_4_14,REACH_CS_4_14,GRP_CS_25_44_ABC_M,TVT_CS_25_44_ABC_M,REACH_CS_25_44_ABC_M,GRP_CS_25_44_AB_M,TVT_CS_25_44_AB_M,REACH_CS_25_44_AB_M,GRP_CS_25_AB_M,TVT_CS_25_AB_M,REACH_CS_25_AB_M,GRP_CS_15_44_ABC,TVT_CS_15_44_ABC,REACH_CS_15_44_ABC,GRP_CS_15_44_AB_F,TVT_CS_15_44_AB_F,REACH_CS_15_44_AB_F,GRP_CS_15_44_AB,TVT_CS_15_44_AB,REACH_CS_15_44_AB,GRP_CS_15_34_ABC_F,TVT_CS_15_34_ABC_F,REACH_CS_15_34_ABC_F,GRP_CS_15_24_ABC,TVT_CS_15_24_ABC,REACH_CS_15_24_ABC,GRP_CS_15_24,TVT_CS_15_24,REACH_CS_15_24,GRP_CS_15_M,TVT_CS_15_M,REACH_CS_15_M,GRP_CS_15_ABC_M,TVT_CS_15_ABC_M,REACH_CS_15_ABC_M,PrimeTime,GRP_CS_15_ABC_F,TVT_CS_15_ABC_F,REACH_CS_15_ABC_F,GRP_CS_15,TVT_CS_15,REACH_CS_15,GRP_CS_25_ABC_M,TVT_CS_25_ABC_M,REACH_CS_25_ABC_M,GRP_CS_DIGI_4_14,TVT_CS_DIGI_4_14,REACH_CS_DIGI_4_14,GRP_CS_DIGI_15_44_ABC,TVT_CS_DIGI_15_44_ABC,REACH_CS_DIGI_15_44_ABC,GRP_CS_ANALOG,TVT_CS_ANALOG,REACH_CS_ANALOG,GRP_CS_DIGITAL,TVT_CS_CS_DIGITAL,REACH_CS_CS_DIGITAL
898,Any Channel Hindi GEC,1,1,20150103,00:00.0,Sat,3:00,3:29,0.2488,533,787,0.0439,22,54,0.1711,40,66,0.1586,24,30,0.2495,67,88,0.192,141,217,0.2629,57,85,0.2184,102,151,0.2511,63,81,0.1752,50,71,0.3141,149,200,0.3644,319,445,0.2241,126,183,0,0.2259,109,166,0.3114,511,733,0.2596,105,147,0.0225,8,39,0.2359,127,199,0.2581,163,194,0.2449,370,593
898,Any Channel Hindi GEC,1,1,20150103,00:00.0,Sat,3:30,3:59,0.1615,346,534,0.0538,27,30,0.2609,61,98,0.1916,29,40,0.2123,57,83,0.1757,129,176,0.226,49,56,0.167,78,96,0.2511,63,72,0.0946,27,28,0.1792,85,112,0.2365,207,354,0.1832,103,184,0,0.1845,89,102,0.1944,319,504,0.2547,103,184,0,0,0,0.2025,109,136,0.1552,98,153,0.1641,248,381
898,Any Channel Hindi GEC,1,1,20150103,00:00.0,Sat,4:00,4:29,0.1498,321,456,0.0678,34,41,0.3293,77,112,0.185,28,46,0.2309,62,95,0.1662,122,183,0.1292,28,43,0.122,57,89,0.1793,45,72,0.0701,20,20,0.1286,61,61,0.2319,203,282,0.2383,134,187,0,0.1244,60,89,0.1749,287,414,0.3313,134,187,0.0028,1,6,0.1727,93,149,0.152,96,125,0.1489,225,330
898,Any Channel Hindi GEC,1,1,20150103,00:00.0,Sat,4:30,4:59,0.1844,395,548,0.0758,38,44,0.3636,85,109,0.2313,35,51,0.3277,88,114,0.1702,125,182,0.0461,10,36,0.0963,45,87,0.1355,34,65,0.0105,3,20,0.116,55,86,0.2799,245,334,0.2597,146,194,0,0.1492,72,122,0.2182,358,504,0.361,146,194,0.014,5,9,0.2006,108,161,0.1964,124,165,0.18,272,383
898,Any Channel Hindi GEC,1,1,20150103,00:00.0,Sat,5:00,5:29,0.2637,565,1003,0.0199,10,46,0.4021,94,143,0.0991,15,35,0.3649,98,187,0.2166,159,253,0.083,18,27,0.1178,55,85,0.1594,40,57,0.0806,23,35,0.1876,89,162,0.4101,359,611,0.3984,224,375,0,0.1907,92,144,0.3383,555,957,0.4969,201,340,0.0225,8,25,0.2508,135,199,0.3817,241,491,0.2151,325,512
898,Any Channel Hindi GEC,1,1,20150103,00:00.0,Sat,5:30,5:59,0.4892,1048,1546,0.0857,43,71,0.3978,93,180,0.0661,10,24,0.5623,151,196,0.3405,250,394,0.143,31,45,0.122,57,104,0.4344,109,133,0.1507,43,76,0.2888,137,195,0.6763,592,893,0.5709,321,490,0,0.4,193,249,0.6125,1005,1476,0.7195,291,437,0.1179,42,65,0.3306,178,294,0.7633,482,673,0.3746,566,874
898,Any Channel Hindi GEC,1,1,20150103,00:00.0,Sat,6:00,6:29,0.8159,1748,2800,0.3429,172,234,0.7613,178,295,0.4823,73,132,0.9198,247,425,0.6279,461,714,0.4059,88,153,0.4411,206,340,0.5858,147,186,0.3994,114,151,0.4954,235,320,1.1001,963,1564,0.8911,501,827,0,0.6571,317,524,0.9605,1576,2565,1.078,436,733,0.4014,143,172,0.5257,283,401,1.2226,772,1210,0.646,976,1589
898,Any Channel Hindi GEC,1,1,20150103,00:00.0,Sat,6:30,6:59,1.4223,3047,4824,0.5503,276,526,1.5312,358,605,1.1166,169,310,1.7056,458,773,1.1236,825,1312,0.918,199,297,0.9421,440,714,0.6337,159,269,0.6622,189,267,0.8581,407,637,1.9535,1710,2617,1.6328,918,1473,0,1.1338,547,881,1.6894,2772,4298,1.9705,797,1301,0.4547,162,317,0.9715,523,820,2.0603,1301,1960,1.1556,1746,2864
898,Any Channel Hindi GEC,1,1,20150103,00:00.0,Sat,7:00,7:29,2.4982,5352,8173,1.1842,594,1080,2.793,653,941,2.2266,337,483,3.0425,817,1191,2.0933,1537,2318,1.8867,409,601,1.7429,814,1215,1.3231,332,529,1.1492,328,595,1.5791,749,1253,3.2068,2807,4124,2.8814,1620,2409,0,2.278,1099,1627,2.9004,4759,7092,3.4935,1413,2040,1.0835,386,676,1.9151,1031,1534,3.0738,1941,3085,2.2576,3411,5087
898,Any Channel Hindi GEC,1,1,20150103,00:00.0,Sat,7:30,7:59,4.2756,9160,13688,2.8051,1407,2341,4.3755,1023,1498,3.6075,546,844,4.8635,1306,1919,3.7345,2742,4004,3.1553,684,982,2.944,1375,2050,2.8296,710,1067,2.7679,790,1109,3.2425,1538,2213,4.9352,4320,6391,4.724,2656,3861,0,3.9465,1904,2733,4.7252,7753,11348,5.3131,2149,3117,2.8069,1000,1594,3.1466,1694,2535,5.1294,3239,4924,3.9188,5921,8764
898,Any Channel Hindi GEC,1,1,20150103,00:00.0,Sat,8:00,8:29,5.9961,12846,18263,4.7948,2405,3562,6.0522,1415,1990,4.995,756,1082,6.0701,1630,2313,5.2285,3839,5413,4.0133,870,1282,4.0702,1901,2768,4.1766,1048,1504,3.9766,1135,1659,4.5707,2168,3197,6.674,5842,8263,6.3248,3556,4964,0,5.3518,2582,3714,6.3628,10440,14701,6.9177,2798,3932,4.9655,1769,2488,4.5806,2466,3449,6.7906,4288,6167,5.6634,8557,12096
898,Any Channel Hindi GEC,1,1,20150103,00:00.0,Sat,8:30,8:59,7.6732,16439,22683,6.8064,3414,4830,7.5449,1764,2465,6.6072,1000,1419,7.6193,2046,2876,6.8234,5010,6993,5.5909,1212,1668,5.706,2665,3802,5.6632,1421,2051,5.8475,1669,2345,6.3732,3023,4324,8.4573,7403,10120,7.954,4472,6126,0,6.9292,3343,4610,7.9382,13025,17854,8.4753,3428,4683,7.1352,2542,3461,6.3192,3402,4783,7.9704,5033,7131,7.549,11406,15553
898,Any Channel Hindi GEC,1,1,20150103,00:00.0,Sat,9:00,9:29,8.702,18643,26283,8.6525,4340,6447,8.1437,1904,2660,7.7238,1169,1640,8.6657,2327,3203,7.9987,5873,8282,6.961,1509,2191,7.3076,3413,4959,7.1337,1790,2500,7.4662,2131,3051,7.9628,3777,5486,9.1702,8027,11105,8.8451,4973,6833,0,8.0651,3891,5402,8.7171,14303,19836,9.0143,3646,4945,8.898,3170,4566,7.7457,4170,5702,8.4962,5365,8056,8.7874,13277,18227
898,Any Channel Hindi GEC,1,1,20150103,00:00.0,Sat,9:30,9:59,9.2981,19920,27310,10.3391,5186,7022,8.5073,1989,2794,8.477,1283,1717,8.7104,2339,3189,8.6225,6331,8706,8.1281,1762,2374,8.1512,3807,5100,8.4848,2129,2841,8.3841,2393,3303,8.8651,4205,6015,9.0251,7900,11101,8.742,4915,6850,0,8.7615,4227,5683,8.9804,14735,20288,8.8363,3574,4972,10.4418,3720,5093,8.589,4624,6212,8.7559,5529,7858,9.5247,14391,19452
898,Any Channel Hindi GEC,1,1,20150103,00:00.0,Sat,10:00,10:29,9.4754,20300,28688,10.9133,5474,7935,8.2635,1932,2680,8.2128,1243,1651,8.4497,2269,3076,8.8718,6514,9005,8.391,1819,2450,8.2561,3856,5237,9.3018,2334,3254,9.3126,2658,3700,9.6494,4577,6430,8.8126,7714,10819,8.5872,4828,6729,0,8.9273,4307,5909,9.0365,14827,20752,8.5223,3447,4754,11.4888,4093,5816,8.9773,4833,6561,8.4439,5332,8093,9.9065,14968,20594
898,Any Channel Hindi GEC,1,1,20150103,00:00.0,Sat,10:30,10:59,9.8157,21029,29187,12.1872,6113,8633,7.8529,1836,2620,7.7502,1173,1689,8.2188,2207,3103,9.0583,6651,9157,8.7231,1891,2672,8.3952,3921,5515,10.2503,2572,3495,10.0974,2882,3835,10.3451,4907,6646,8.6389,7562,10479,8.5623,4814,6596,0,9.1782,4428,6110,9.0907,14916,20553,8.3888,3393,4705,12.5189,4460,6168,8.9513,4819,6591,9.2072,5814,8363,10.07,15215,20824
898,Any Channel Hindi GEC,1,1,20150103,00:00.0,Sat,11:00,11:29,10.2834,22031,30397,13.0884,6565,9048,7.8058,1825,2532,7.6511,1158,1590,8.122,2181,2956,9.3839,6890,9597,9.6227,2086,2910,8.9498,4180,5841,10.7086,2687,3682,10.5669,3016,4111,11.2011,5313,7211,8.7555,7664,10539,8.4983,4778,6575,0,9.6881,4674,6534,9.4259,15466,21350,8.1217,3285,4522,13.6221,4853,6370,9.215,4961,6752,9.6871,6117,9036,10.5327,15914,21361
898,Any Channel Hindi GEC,1,1,20150103,00:00.0,Sat,11:30,11:59,10.5551,22613,30904,13.1881,6615,9024,7.2412,1693,2398,7.2944,1104,1551,7.8315,2103,2929,9.644,7081,9707,10.2915,2231,3070,9.3116,4349,6042,11.0633,2776,3754,11.2956,3224,4314,11.785,5590,7532,8.7486,7658,10526,8.4076,4727,6522,0,10.341,4989,6765,9.7502,15998,21880,7.6742,3104,4334,14.1021,5024,6593,9.8187,5286,7033,9.2611,5848,8751,11.0959,16765,22153
898,Any Channel Hindi GEC,1,1,20150103,00:00.0,Sat,12:00,12:29,11.0541,23682,32684,13.8819,6963,9822,7.7973,1823,2460,8.0013,1211,1547,8.3454,2241,2927,10.1561,7457,10238,10.6929,2318,3225,9.8576,4604,6207,11.6412,2921,3976,11.8562,3384,4684,11.9115,5650,7848,8.9268,7814,10781,8.7811,4937,6765,0,10.9732,5294,7249,10.1896,16719,22863,7.9956,3234,4403,14.4726,5156,7221,10.3834,5590,7485,9.5826,6051,8821,11.669,17631,23863
898,Any Channel Hindi GEC,1,1,20150103,00:00.0,Sat,12:30,12:59,11.6702,25002,35057,14.3404,7193,10307,8.8152,2061,2893,8.4242,1275,1785,8.5763,2303,3204,10.8602,7974,11241,11.394,2470,3491,10.1402,4736,6626,12.6654,3178,4647,11.8772,3390,4840,12.251,5811,8210,9.4169,8243,11469,9.1528,5146,7153,0,11.9992,5789,8198,10.8539,17809,24750,8.6508,3499,4900,14.815,5278,7327,11.1375,5996,8266,10.0561,6350,9501,12.3448,18652,25556
898,Any Channel Hindi GEC,1,1,20150103,00:00.0,Sat,13:00,13:29,12.5183,26819,36664,14.5039,7275,10175,9.4611,2212,3005,8.9726,1358,1911,9.2541,2485,3506,11.9307,8760,11847,12.6764,2748,3769,11.0459,5159,7124,14.6302,3671,4867,13.4889,3850,5062,13.4548,6382,8546,10.4371,9136,12432,10.0706,5662,7724,0,13.4998,6513,8778,11.9107,19543,26489,9.6596,3907,5363,14.6691,5226,7092,12.1369,6534,8679,11.1535,7043,10345,13.0887,19776,26319
898,Any Channel Hindi GEC,1,1,20150103,00:00.0,Sat,13:30,13:59,13.2698,28429,38952,15.2993,7674,10527,10.278,2403,3368,9.1113,1379,2000,9.7345,2614,3710,12.9168,9484,12981,13.9404,3022,4000,12.1679,5683,7683,15.2798,3834,5213,14.3157,4086,5530,14.1168,6696,9056,11.1614,9770,13536,11.0755,6227,8523,0,14.2875,6893,9370,12.6488,20754,28425,10.4977,4246,5869,16.1118,5740,7471,13.5225,7280,9790,11.2359,7095,10883,14.1199,21334,28069
898,Any Channel Hindi GEC,1,1,20150103,00:00.0,Sat,14:00,14:29,13.9088,29798,39720,15.2734,7661,10472,10.9068,2550,3570,9.8976,1498,2042,10.8368,2910,3942,13.26,9736,13003,14.0972,3056,3911,12.5297,5852,7698,14.8693,3731,4867,14.7467,4209,5534,14.8778,7057,9147,12.1576,10642,14268,11.9026,6692,9072,0,14.6627,7074,9300,13.4911,22136,29248,11.3062,4573,6282,16.5132,5883,7889,13.8885,7477,9847,11.7015,7389,10544,14.8314,22409,29176
898,Any Channel Hindi GEC,1,1,20150103,00:00.0,Sat,14:30,14:59,13.7777,29517,38655,14.6853,7366,9722,10.911,2551,3329,10.0363,1519,2028,10.9001,2927,3991,13.1102,9626,12469,13.719,2974,3867,12.3135,5751,7482,14.5823,3659,4706,14.7292,4204,5374,14.9073,7071,9091,12.2764,10746,14207,11.8368,6655,8798,0,14.6834,7084,9118,13.5002,22151,28933,11.3531,4592,6094,15.9855,5695,7245,13.7473,7401,9443,11.4861,7253,10191,14.7347,22263,28465
898,Any Channel Hindi GEC,1,1,20150103,00:00.0,Sat,15:00,15:29,13.2026,28285,36812,14.6195,7333,9581,10.5518,2467,3117,9.4681,1433,1841,10.5091,2822,3647,12.5681,9228,11836,12.5473,2720,3529,11.6369,5435,7046,13.574,3406,4388,14.3298,4090,5316,14.3466,6805,8918,11.9622,10471,13582,11.6643,6558,8452,0,13.5765,6550,8435,12.7695,20952,27231,10.9501,4429,5665,15.6908,5590,7013,13.1789,7095,8980,11.0458,6975,9744,14.104,21310,27068
898,Any Channel Hindi GEC,1,1,20150103,00:00.0,Sat,15:30,15:59,12.7638,27345,36284,14.7152,7381,9733,10.3935,2430,3176,9.2897,1406,1921,9.9989,2685,3603,12.1132,8894,11806,11.9937,2600,3447,11.3221,5288,7089,12.5259,3143,4187,13.4889,3850,5172,13.6761,6487,8725,11.4984,10065,13346,11.3263,6368,8446,0,12.7433,6148,8129,12.1673,19964,26551,10.4903,4243,5583,15.3483,5468,7170,12.8186,6901,8925,11.068,6989,9606,13.4732,20357,26678
898,Any Channel Hindi GEC,1,1,20150103,00:00.0,Sat,16:00,16:29,12.383,26529,35763,14.5258,7286,9773,10.077,2356,3194,9.5012,1438,2051,9.943,2670,3718,11.8667,8713,11780,12.4227,2693,3725,11.3799,5315,7349,12.5737,3155,4447,12.8653,3672,4925,13.0163,6174,8304,10.8312,9481,12745,10.7803,6061,8144,0,12.7391,6146,8255,11.7285,19244,25990,10.1021,4086,5569,15.6627,5580,7295,12.4786,6718,8872,10.585,6684,9696,13.1344,19845,26067
898,Any Channel Hindi GEC,1,1,20150103,00:00.0,Sat,16:30,16:59,12.3442,26446,35137,13.9437,6994,9603,10.4277,2438,3076,10.4328,1579,2035,10.4979,2819,3666,12.3897,9097,11554,13.802,2992,3821,12.2664,5729,7417,14.0005,3513,4391,13.5485,3867,4936,13.0563,6193,8257,10.7981,9452,12518,10.919,6139,7976,0,13.4314,6480,8252,11.8553,19452,25534,10.295,4164,5395,15.194,5413,7281,12.9319,6962,8602,10.4536,6601,9457,13.1344,19845,25680
898,Any Channel Hindi GEC,1,1,20150103,00:00.0,Sat,17:00,17:29,12.5883,26969,35628,14.2607,7153,9439,10.7442,2512,3145,11.1199,1683,2089,11.3209,3040,3912,12.5572,9220,12023,13.7836,2988,4068,12.6625,5914,7755,13.8729,3481,4701,13.5379,3864,5097,13.1575,6241,8291,11.0437,9667,12652,11.3904,6404,8290,0,13.6698,6595,8752,12.0771,19816,26189,10.8537,4390,5721,15.5111,5526,6999,13.0935,7049,9054,10.6119,6701,9537,13.4143,20268,26091
898,Any Channel Hindi GEC,1,1,20150103,00:00.0,Sat,17:30,17:59,13.8916,29761,40389,15.5745,7812,10786,11.5526,2701,3568,11.7608,1780,2302,12.52,3362,4382,13.4656,9887,13110,15.0014,3252,4325,13.6195,6361,8395,15.1483,3801,4925,14.0845,4020,5252,13.6445,6472,8606,12.2295,10705,14296,12.5571,7060,9355,0,15.3094,7386,9770,13.3771,21949,29603,12.4237,5025,6611,16.6732,5940,7964,13.7585,7407,9731,12.1465,7670,11151,14.6209,22091,29238
898,Any Channel Hindi GEC,1,1,20150103,00:00.0,Sat,18:00,18:29,16.5461,35448,46684,17.9469,9002,12200,12.9683,3032,3877,12.9171,1955,2481,14.6539,3935,5045,15.5576,11423,14900,17.9352,3888,5041,15.433,7208,9438,18.205,4568,5937,15.8153,4514,6114,15.6705,7433,10016,14.3636,12573,16505,14.382,8086,10512,1,18.2838,8821,11228,16.1172,26445,34484,14.5548,5887,7495,18.3574,6540,8522,15.8946,8557,11009,15.1997,9598,13540,17.1088,25850,33144
898,Any Channel Hindi GEC,1,1,20150103,00:00.0,Sat,18:30,18:59,20.3839,43670,54271,21.5594,10814,13594,15.0428,3517,4487,15.1437,2292,2899,17.4208,4678,5849,18.6683,13707,17118,22.1238,4796,5801,18.6233,8698,10712,22.6805,5691,6961,19.2313,5489,6730,19.5771,9286,11445,17.3784,15212,19094,16.8917,9497,12043,1,22.8148,11007,13503,20.0245,32856,40677,17.1583,6940,8776,21.4899,7656,9526,18.9334,10193,12561,19.4597,12288,15794,20.7695,31381,38477
898,Any Channel Hindi GEC,1,1,20150103,00:00.0,Sat,19:00,19:29,23.0407,49362,60954,24.3845,12231,15086,16.8691,3944,4937,16.9607,2567,3219,19.6291,5271,6475,20.9836,15407,19083,24.6563,5345,6527,20.7194,9677,11950,25.6616,6439,7898,20.8044,5938,7378,21.542,10218,12574,19.4941,17064,21218,18.9175,10636,13157,1,26.2183,12649,15353,22.63,37131,45868,19.4007,7847,9624,24.5495,8746,10775,21.1383,11380,13893,22.2342,14040,17439,23.3785,35323,43515
898,Any Channel Hindi GEC,1,1,20150103,00:00.0,Sat,19:30,19:59,25.523,54680,64637,27.0978,13592,16117,18.5244,4331,5238,18.4341,2790,3430,21.2788,5714,6840,22.7855,16730,20010,25.948,5625,6734,22.1047,10324,12511,27.5068,6902,8115,22.5247,6429,7646,23.7113,11247,13328,21.6362,18939,22445,20.625,11596,13918,1,28.2454,13627,16093,25.0416,41088,48521,21.072,8523,10194,27.5669,9821,11478,22.8416,12297,14509,24.7379,15621,19074,25.8511,39059,45563
898,Any Channel Hindi GEC,1,1,20150103,00:00.0,Sat,20:00,20:29,26.4659,56700,67436,27.6242,13856,16569,19.7476,4617,5357,19.5441,2958,3444,22.2992,5988,7087,24.0984,17694,20825,27.2073,5898,6950,23.1389,10807,12746,28.3078,7103,8312,23.9647,6840,8123,25.147,11928,14201,22.9385,20079,23958,21.895,12310,14625,1,29.3004,14136,16644,26.1124,42845,50867,22.2785,9011,10675,27.9515,9958,11738,24.0007,12921,15106,25.8607,16330,19946,26.7188,40370,47490
898,Any Channel Hindi GEC,1,1,20150103,00:00.0,Sat,20:30,20:59,28.2802,60587,71038,28.625,14358,16845,21.1976,4956,6059,20.6938,3132,3878,23.8521,6405,7802,26.1658,19212,23051,28.9879,6284,7454,24.8689,11615,13995,30.1929,7576,9003,26.659,7609,9061,27.5905,13087,15267,25.1068,21977,25944,23.9511,13466,16231,1,31.396,15147,17908,28.1748,46229,54193,24.0314,9720,11761,29.1388,10381,12093,26.3151,14167,16978,27.1735,17159,20235,28.7428,43428,50802
898,Any Channel Hindi GEC,1,1,20150103,00:00.0,Sat,21:00,21:29,29.5928,63399,73619,28.8263,14459,17117,24.3713,5698,6928,24.4929,3707,4497,27.1292,7285,8621,28.3245,20797,24473,31.3451,6795,7737,27.5624,12873,15035,32.0899,8052,9263,28.4878,8131,9418,29.3298,13912,15784,27.2877,23886,27897,26.402,14844,17662,1,33.2532,16043,18411,29.8271,48940,56502,26.8771,10871,12963,29.7255,10590,12402,28.9416,15581,18102,27.0532,17083,20705,30.6542,46316,52913
898,Any Channel Hindi GEC,1,1,20150103,00:00.0,Sat,21:30,21:59,29.2973,62766,71585,28.5014,14296,16436,26.1677,6118,7114,26.4949,4010,4692,28.0416,7530,8736,28.9034,21222,24187,31.2713,6779,7633,28.5837,13350,15183,31.7233,7960,8978,28.7681,8211,9290,29.1337,13819,15606,27.555,24120,27662,27.2646,15329,17597,1,32.4614,15661,17696,29.5406,48470,55149,27.7548,11226,12939,29.7367,10594,12221,29.9465,16122,18046,25.601,16166,19021,30.8421,46600,52565
898,Any Channel Hindi GEC,1,1,20150103,00:00.0,Sat,22:00,22:29,26.6932,57187,68161,25.0025,12541,14945,25.7485,6020,7177,26.3429,3987,4786,27.0696,7269,8743,27.0266,19844,23611,28.4989,6178,7331,27.0464,12632,15060,28.7103,7204,8483,26.9147,7682,9122,27.3902,12992,15368,26.0756,22825,27397,26.1014,14675,17602,1,29.2238,14099,16637,27.2101,44646,53216,26.5829,10752,12869,26.8231,9556,11111,28.4605,15322,17948,22.0109,13899,17443,28.6501,43288,50718
898,Any Channel Hindi GEC,1,1,20150103,00:00.0,Sat,22:30,22:59,23.4001,50132,58970,21.0072,10537,12412,24.5038,5729,6774,25.8342,3910,4608,25.7327,6910,8106,24.3681,17892,20999,25.6435,5559,6385,25.1536,11748,13627,24.7848,6219,7246,24.0488,6864,8008,24.1667,11463,13381,23.7885,20823,24726,24.1396,13572,16026,1,25.3871,12248,14244,24.1317,39595,46558,24.5556,9932,11779,22.9944,8192,9576,25.756,13866,16164,18.6837,11798,14260,25.3713,38334,44711
898,Any Channel Hindi GEC,1,1,20150103,00:00.0,Sat,23:00,23:29,16.6628,35698,47004,13.5409,6792,9027,19.3456,4523,5902,20.6409,3124,4034,19.8488,5330,6906,18.3264,13456,17710,18.7287,4060,5372,19.3106,9019,11789,17.9539,4505,5968,17.8719,5101,6749,17.7282,8409,10998,17.8913,15661,20459,18.4782,10389,13634,1,18.1615,8762,11647,17.6165,28905,37977,18.8419,7621,9998,15.3287,5461,7042,19.8547,10689,13844,12.5598,7931,11129,18.3769,27766,35875
898,Any Channel Hindi GEC,1,1,20150103,00:00.0,Sat,23:30,23:59,10.7987,23135,30478,8.3554,4191,5637,13.2763,3104,4198,14.0932,2133,2909,13.1121,3521,4867,11.7823,8651,11589,11.7677,2551,3366,12.5318,5853,7841,10.9318,2743,3639,10.8086,3085,4162,11.1209,5275,6898,12.0079,10511,13903,12.1054,6806,9271,1,11.3069,5455,7176,11.5463,18945,24841,12.5868,5091,6924,9.8524,3510,4706,12.9523,6973,9263,7.451,4705,6414,12.1979,18430,24064
894,Any Channel Eng Ent,1,1,20150103,00:00.0,Sat,0:00,0:29,9.1731,7689,10611,5.9194,1146,1773,11.7349,1158,1511,11.8588,786,1030,10.9138,1303,1730,10.2171,3149,4276,10.8093,995,1313,11.0457,2234,2968,8.8181,955,1323,9.2012,1122,1556,9.43,1752,2407,10.7851,3735,4969,10.6221,2556,3416,1,9.1907,1875,2642,10.1503,6543,8838,10.9348,1895,2517,5.9024,1059,1610,10.528,3033,4077,7.114,458,743,9.3431,7230,9868
894,Any Channel Eng Ent,1,1,20150103,00:00.0,Sat,0:30,0:59,5.7348,4807,6295,3.4091,660,888,8.2084,810,1030,8.0718,535,677,7.4294,887,1114,6.9239,2134,2676,7.3221,674,829,7.5006,1517,1881,5.9557,645,784,6.0358,736,922,5.6192,1044,1417,6.9129,2394,3164,7.1728,1726,2221,1,5.9262,1209,1517,6.4333,4147,5407,7.4322,1288,1653,3.2828,589,817,7.0915,2043,2573,4.1783,269,307,5.8643,4538,5988
894,Any Channel Eng Ent,1,1,20150103,00:00.0,Sat,1:00,1:29,3.3691,2824,3996,2.0351,394,544,4.6717,461,684,4.5413,301,432,4.3471,519,744,4.0719,1255,1766,4.7583,438,578,4.5043,911,1251,3.7027,401,560,3.7231,454,596,3.4663,644,883,4.0975,1419,2005,4.1724,1004,1430,0,3.5194,718,1003,3.7713,2431,3452,4.322,749,1103,1.9117,343,472,4.1515,1196,1676,2.361,152,262,3.453,2672,3734
894,Any Channel Eng Ent,1,1,20150103,00:00.0,Sat,1:30,1:59,1.7621,1477,2100,0.9607,186,317,2.4017,237,350,2.3235,154,252,2.2196,265,418,1.9013,586,891,2.0641,190,336,2.1409,433,702,1.5143,164,283,1.7714,216,292,1.97,366,461,2.3996,831,1103,2.1735,523,738,0,1.4999,306,492,2.0028,1291,1784,2.2447,389,569,0.9252,166,297,2.0028,577,877,0.5592,36,47,1.8622,1441,2053
894,Any Channel Eng Ent,1,1,20150103,00:00.0,Sat,2:00,2:29,0.9198,771,1162,0.4287,83,103,1.3174,130,201,1.2372,82,136,1.1726,140,219,1.2037,371,551,1.2602,116,170,1.2509,253,393,1.108,120,161,1.1809,144,222,0.845,157,263,1.155,400,618,1.1969,288,444,0,1.1176,228,316,1.0673,688,1059,1.2175,211,320,0.4626,83,103,1.2566,362,524,0.4194,27,74,0.9627,745,1088
894,Any Channel Eng Ent,1,1,20150103,00:00.0,Sat,2:30,2:59,0.5202,436,627,0.2479,48,53,0.5878,58,86,0.5432,36,51,0.6449,77,118,0.584,180,250,0.641,59,70,0.623,126,168,0.6371,69,84,0.5659,69,97,0.5436,101,154,0.6526,226,368,0.586,141,231,0,0.5882,120,156,0.6019,388,573,0.6059,105,171,0.2675,48,53,0.597,172,239,0.2796,18,35,0.5402,418,592
894,Any Channel Eng Ent,1,1,20150103,00:00.0,Sat,3:00,3:29,0.3102,260,368,0.0413,8,39,0.2128,21,41,0.2716,18,29,0.4272,51,73,0.3569,110,150,0.554,51,57,0.445,90,113,0.5817,63,68,0.4018,49,57,0.5275,98,108,0.41,142,188,0.3117,75,114,0,0.4117,84,106,0.3909,252,328,0.3116,54,86,0.0446,8,39,0.3193,92,127,0.2951,19,24,0.3114,241,344
894,Any Channel Eng Ent,1,1,20150103,00:00.0,Sat,3:30,3:59,0.1813,152,254,0,0,0,0.1216,12,18,0.1811,12,18,0.2932,35,49,0.2433,75,85,0.5215,48,50,0.3016,61,69,0.554,60,62,0.2214,27,28,0.2368,44,71,0.1935,67,140,0.1455,35,49,0,0.3872,79,87,0.2358,152,254,0.202,35,49,0,0,0,0.2187,63,66,0.2019,13,28,0.1809,140,226
894,Any Channel Eng Ent,1,1,20150103,00:00.0,Sat,4:00,4:29,0.1563,131,183,0.0052,1,6,0.1317,13,14,0.1961,13,14,0.3183,38,44,0.1914,59,72,0.3694,34,46,0.2324,47,60,0.4155,45,57,0.164,20,20,0.1076,20,20,0.2281,79,105,0.2286,55,69,0,0.25,51,65,0.2032,131,177,0.3174,55,69,0.0056,1,6,0.1597,46,58,0.3417,22,28,0.1409,109,155
894,Any Channel Eng Ent,1,1,20150103,00:00.0,Sat,4:30,4:59,0.1455,122,212,0.0258,5,6,0.2533,25,44,0.3772,25,44,0.4942,59,90,0.1428,44,89,0.1304,12,33,0.1829,37,77,0.157,17,43,0.0246,3,20,0.0161,3,20,0.2628,91,140,0.3075,74,109,0,0.1127,23,56,0.1815,117,206,0.427,74,109,0.0279,5,6,0.118,34,75,0.3107,20,28,0.1305,101,184
